,track_id,track_name,artists,track_genre,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
618,6ciK3ADaV9FuTvMvDwYD6R,FRESH KERIAS,Feid;Maluma;Sky Rompiendo,pop,1,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096,4
619,0cITEqx9uwWPj9RCQuU0cK,LLJ,Lee Killington,sad,45,0.825,0.35,1,-14.294,1,0.27,0.176,0.727,0.313,0.45,120.065,4
620,3hcwsag9pLPp3JUzKeQMk1,Eu Só Quero Adorar,Gerson Rufino,gospel,39,0.561,0.566,0,-8.615,1,0.032,0.194,0.0,0.119,0.396,140.108,4
621,7LyAGakRZWFqZwqeNCmoEP,Investimento Milionário,MC Hariel,funk,42,0.856,0.425,6,-7.186,0,0.306,0.407,0.0,0.0752,0.636,129.924,4
622,2OYgoG7jqfMXsUaQfgROtw,Eternity (feat. Dayce Williams),NURKO;Dayce Williams,dubstep,50,0.459,0.71,2,-7.1,1,0.0472,0.177,0.0,0.116,0.369,146.97,4
623,7M62cpl1L8v53XwfCZ2GYD,Surviving the Game,Skillet,alternative,4,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,4
624,78maDrETpzW1grR0Z3vJjN,Cozy Little Christmas,Katy Perry,dance,0,0.775,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,4
625,3ZbbTKiMX1p7S1hUXtb9SO,Quando Te Vejo,Thiago Ramalho,gospel,48,0.639,0.339,1,-10.937,0,0.0373,0.486,0.0118,0.155,0.176,127.91,3
626,7DVuGLrkpXNik5aUIiJ5Yu,Indha Maan,Ilaiyaraaja;K. S. Chithra,k-pop,48,0.674,0.311,10,-11.729,0,0.0271,0.886,2.95e-05,0.107,0.595,93.744,3
627,0g4fzRkbLeCDUCoe5iUOcf,sex money feelings die,Lykke Li,electro,74,0.789,0.534,8,-6.347,0,0.0709,0.323,3.42e-06,0.0645,0.631,134.055,4
628,0Yi403m0JdG16Qgm5eYkL9,Toosie Slide,Mini Pop Kids,kids,11,0.744,0.723,6,-4.505,1,0.109,0.269,0.0,0.199,0.763,81.619,4
629,2eo3SFdWW5c0jadbj79MJR,Sigilinho,Psirico;Os Barões Da Pisadinha,pagode,44,0.738,0.815,11,-4.228,0,0.0467,0.546,0.0,0.366,0.814,156.895,4
630,216UNs7lSOQNVcH6saiLOD,Alejandro,Sajanka,trance,27,0.66,0.891,8,-7.813,1,0.104,0.197,0.829,0.108,0.192,148.001,4
631,45VqWgUpU1XiMaCtKZBxkj,Pump Up The Volume - Original Mix,The Prophet,hardstyle,0,0.707,0.92,0,-6.468,1,0.0831,0.269,0.798,0.101,0.0739,110.961,4
632,2dRcMFPtMbxollJm33uL0h,Birdy Birdy Woof Woof,Peppa Pig,british,47,0.805,0.619,4,-7.224,1,0.0636,0.782,0.0,0.769,0.961,174.111,4
633,1fdyl4QD6yEvI7ZFEgpBQw,Pou 'Ne Ta Hronia - Remastered,George Dalaras,guitar,25,0.431,0.599,2,-7.858,0,0.0366,0.638,0.0,0.105,0.801,141.245,4
634,1TvNcWY7WwPLQINhimxycA,Hear You Me,Jimmy Eat World,punk,64,0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,3
635,0beovTlPSpPYSYSTtY9Wpv,Crazier Things,Chelsea Cutler;Noah Kahan,electro,0,0.635,0.274,2,-13.53,1,0.033,0.813,0.0,0.162,0.316,93.025,4
636,2buVW5p8JXaDDdb6PzSti7,Trick Or Treat,Groovie Ghoulies,power-pop,28,0.309,0.861,7,-4.558,1,0.0562,0.0041,0.0448,0.279,0.671,153.107,4
637,2g8c9EqMnsTZk0BymjBr92,Lucy - Live acoustique,Lomepal,french,32,0.539,0.493,2,-7.776,0,0.484,0.815,0.0,0.685,0.457,81.012,4
638,26c8cu0WQJpO1BT3uvDIHI,"Touch, Peel And Stand",Days Of The New,grunge,32,0.568,0.622,11,-8.15,1,0.03,0.0609,2.62e-06,0.301,0.833,81.935,4
639,4UNX3FkCe3obAVRVheraEz,Waterfalling for You,Dean Evenson,new-age,24,0.21,0.143,0,-19.186,1,0.0406,0.933,0.921,0.124,0.0791,141.555,3
640,1T0LELb5T66hlUGmeTyTow,Onkel Fritze,Eisregen,death-metal,23,0.488,0.993,10,-4.666,1,0.194,0.000421,3.22e-06,0.353,0.152,140.043,4
641,3svdq1Crgj8IMezbI1K6cO,Scream Saver,Subtronics,dubstep,51,0.644,0.88,10,0.91,0,0.274,0.0225,0.544,0.575,0.415,75.021,4
642,38OlqR3l4TRhIRYMvojLdE,Love Desire - Vikthor Remix,DJ Pierre;Vikthor,chicago-house,9,0.706,0.696,4,-8.065,0,0.0815,0.0227,0.922,0.111,0.0316,133.001,4
643,5sPmgythKfFqmy0Id4QO1c,We Can't Be Friends,Black Tambourine,club,20,0.215,0.87,0,-5.889,1,0.0501,6.8e-05,0.89,0.0773,0.787,158.384,4
644,5SqrY9AWeRXqwgLCnLO2A0,Bring Me To Life,Evanescence,metal,0,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06e-06,0.242,0.298,189.985,4
645,1enkfZYlyWv0ootQXc1aLi,Les Contemplations,Mansfield.TYA,synth-pop,25,0.551,0.222,7,-13.483,1,0.0366,0.0426,0.485,0.336,0.0359,180.013,4
646,4BD77E4Zxw5zIm7uL842zd,No Face No Name No Number,Modern Talking,synth-pop,40,0.732,0.958,0,-4.622,1,0.0697,0.193,0.00306,0.101,0.809,118.045,4
647,4SOnL149BShT4rIN3mHBpP,Use of Force,Le Castle Vania,club,41,0.592,0.886,2,-2.775,1,0.0311,6.45e-05,0.804,0.302,0.136,117.0,4
648,2IfDGY0NSaCucgusiXGhFX,You Feel Me - Original Mix,Haezer;Born I,club,43,0.685,0.989,7,-2.347,1,0.206,0.275,0.0,0.225,0.505,123.987,4
649,4vJQmGIcPJKkD3nmD2pDgG,So Now What,Theo Parrish,detroit-techno,5,0.464,0.575,11,-13.858,0,0.108,0.0445,0.783,0.117,0.16,99.866,4
650,4ajF5UznaEpfHFXv64AQ7T,Beautiful,Said The Sky;Diamond Eyes,dub,38,0.656,0.624,0,-6.726,1,0.0288,0.162,0.0,0.101,0.284,100.032,4
651,72CdlOgqXeGV8cjMKYFTpG,Crazy Love - Breeze & Styles Mix,Ham;Brisk;MC Whizzkid,happy,18,0.51,0.977,5,-7.095,0,0.0883,0.00071,0.0905,0.127,0.188,167.001,4
652,2L8SSEroY1WFbk2vyqafQP,O Segundo Sol,Gilberto Gil,mpb,39,0.672,0.621,9,-7.001,1,0.031,0.104,0.0,0.269,0.821,149.95,4
653,2hmNiZ0HEsVhGk71YSuxLo,Behåll dina skor på - Akustisk version,Albin Johnsén,swedish,34,0.523,0.309,7,-9.187,1,0.0334,0.869,0.0,0.073,0.793,143.882,4
654,6orPCwBWW9Li0CBseEcDHJ,Possession,Portrayal of Guilt,black-metal,20,0.283,0.873,6,-7.383,1,0.103,0.000396,0.663,0.151,0.256,129.905,3
655,1rTMUdPDK242QweRbceLps,Wow Wow - Original Mix,Acti;Zot,hardstyle,20,0.616,0.965,2,-3.977,1,0.236,0.0268,0.729,0.722,0.221,150.013,4
656,6JVRY8QoE6pdVYWmT97LJu,Sete Desejos - Ao Vivo,Alceu Valença;Orquestra Ouro Preto,mpb,39,0.427,0.564,2,-10.231,1,0.0324,0.558,0.00189,0.797,0.474,102.119,4
657,3f8FukwQQGIx1GSGbDEebe,Callin' Me When I'm Lonely,Sheryl Crow,songwriter,0,0.51,0.702,9,-5.117,1,0.0295,0.00143,0.0,0.105,0.276,141.904,4
658,5DawrKDU1AympiSzqrUY0b,Risin' to the Top,Blank & Jones;Zoe Dee,techno,26,0.746,0.517,5,-11.356,0,0.0476,0.0665,0.313,0.114,0.518,91.986,4
659,73a5aLqU9889tDoxBkxPEp,Dance Macabre,Ghost,hard-rock,0,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4
660,3yphZYaaUQRG1e7prdYzY3,ONE DAY,Ryuji Imaichi,j-dance,23,0.616,0.522,3,-4.467,1,0.0375,0.591,0.0,0.126,0.464,109.777,3
661,7DEKa5Z7Cl8s3Y7imb88OM,The Truth Untold (feat. Steve Aoki),BTS;Steve Aoki,k-pop,71,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016,4
662,3YMYaxjiUDeUP0jBlPpEZM,Morning Has Broken,Jim Brickman,new-age,22,0.341,0.091,0,-22.209,1,0.0451,0.977,0.906,0.132,0.242,147.335,4
663,3Yo9kEVE2UVSVFtxNXK2u2,Broken,12 Stones,grunge,53,0.531,0.95,5,-3.926,1,0.0486,0.00362,0.0,0.378,0.525,96.925,4
664,5ySvAKzhoGkXm4WioV6MDS,Envolver,Anitta,funk,0,0.813,0.733,4,-5.417,0,0.0847,0.15,0.00186,0.0909,0.397,91.988,4
665,3CtrJFQaWk5DWZdMu4DnHP,"Corazón, Boli y Papel 1.5",Porta,spanish,27,0.636,0.699,1,-6.243,0,0.319,0.392,0.0,0.144,0.396,87.43,4
666,3EqgnmFJIarfSqSdBWMI8r,Qismat,Ammy Virk,pop,62,0.43,0.744,11,-5.105,0,0.132,0.498,0.0,0.381,0.736,87.726,4
667,7mTu2ZcNb2Ip79YEzZZnrf,Nopalitos,Kid Francescoli,french,60,0.607,0.583,5,-8.928,0,0.0321,0.0774,0.849,0.116,0.166,125.005,4
668,32LKwbmh6yVsWoRRF8DIvf,Na Ja,Pav Dharia,pop,76,0.772,0.649,2,-6.411,1,0.143,0.0724,0.0,0.0761,0.824,90.072,4
669,0OJN2A3Qyvd7pwSF0AIteC,Keep You Mine,NOTD;shy martin,edm,68,0.81,0.788,10,-3.663,1,0.0447,0.267,0.000172,0.196,0.845,135.991,4
670,4g8kUbWmzXpeq6mmsKWdk6,Encrespou o Mar / Só no Balanço / Nossas Raízes - Ao Vivo,Xande De Pilares,samba,38,0.499,0.772,7,-7.123,1,0.0588,0.784,0.0,0.324,0.827,115.922,4
671,02xd7yuAEiLOF7rt4zlPep,River Flows in You - Orchestra Version,Yiruma,piano,57,0.0863,0.201,4,-14.365,0,0.0355,0.915,0.943,0.113,0.0398,74.351,3
672,51xCJIB6whswDNw6tdbF97,Welcome Back Devil,Shlømo,minimal-techno,47,0.595,0.96,10,-7.336,1,0.0675,0.00133,0.926,0.13,0.0999,144.023,3
673,4k2AjlWruIygEiZyJEy01I,Tendo A Lua - Ao Vivo,Os Paralamas Do Sucesso,mpb,51,0.492,0.794,5,-5.823,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,4
674,1mMuHPp9RtJlbADIRUYn3l,Bittersweet,Everything But The Girl,trip-hop,17,0.501,0.311,0,-19.575,1,0.034,0.569,0.0,0.164,0.769,100.034,4
675,3txRBqJxlMlIDsuKq6YK8g,A Dor Desse Amor - Ao Vivo,Vitinho,pagode,46,0.532,0.723,0,-7.804,1,0.0444,0.768,0.0,0.955,0.57,150.01,4
676,6dkNzag9ucTnvnhJ4QlI3f,I'LL BE,Mr.Children,j-rock,32,0.551,0.703,3,-6.232,1,0.0297,0.0386,0.00333,0.114,0.429,124.126,4
677,7ncPjJBktLEOpstY5JOUMK,一途,King Gnu,j-pop,71,0.5,0.964,2,-4.19,1,0.124,0.00723,6.2e-05,0.0557,0.662,159.971,4
678,3Nvh2G6LziUGKAGF7YBFfq,Hurtin',Cody Johnson,country,41,0.487,0.821,0,-4.221,1,0.0406,0.0407,0.0,0.272,0.539,139.957,4
679,0w7k0ZhHzkfEBsDmwp49xA,Stay Away,Nirvana,grunge,58,0.367,0.981,11,-5.1,0,0.128,5.39e-06,0.0461,0.0822,0.205,165.21,4
680,6IEYxC5J51Igo0XUTx16mA,fools (can't help falling in love) (slowed down & reverb),Foster;Sody;Sarcastic Sounds,chill,54,0.591,0.805,0,-5.235,1,0.271,0.64,0.0,0.143,0.283,136.629,4
681,2xMPOlmgkhDsjhrVFjzGqF,Geni E O Zepelim,Chico Buarque,mpb,42,0.379,0.452,0,-11.672,0,0.0583,0.545,0.0,0.602,0.439,153.965,3
682,6uzIVNJW0eHKkiDEee0uO0,Friday Night,DJ Zinc;Amber Jolene,drum-and-bass,23,0.689,0.854,8,-4.788,0,0.0334,0.0168,0.00146,0.104,0.632,127.03,4
683,0Ny30hfcHPaVkCBH4lsKhf,Ungodly Fruit,Wax Tailor,trip-hop,53,0.641,0.695,4,-4.572,0,0.0397,0.0798,0.632,0.185,0.724,169.985,4
684,1UWGkn34CD31VQfdi4D8Zp,Bad Company,Five Finger Death Punch,groove,65,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,4
685,3EAtzgue3pgK3SvtfbyEky,Nível de Carência,Pablo,forro,44,0.574,0.689,2,-4.824,1,0.0746,0.189,0.0,0.301,0.617,130.9,4
686,2hi7Jw3clS1Vg0L1NNwrNG,El Regalo,Diego Herrera;Leandro Ríos;Pancho Uresti,r-n-b,41,0.754,0.452,8,-5.902,1,0.0326,0.552,0.0,0.0608,0.765,90.025,3
687,3C6ST7yv6lmAH0sJEoGmJC,For My Hand,Burna Boy;Ed Sheeran,hip-hop,0,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4
688,4NR32XsVHm1oN9x8ExR8Yu,The Motto,Tiësto;Ava Max,edm,0,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4
689,2EoFxpBrtkJAWrtDQgGWh5,Loving You Like Always,NTO;Tricky;Marta,minimal-techno,46,0.8,0.403,11,-13.362,0,0.0583,0.719,0.267,0.11,0.0987,104.925,4
690,4UDX4bwjpWco6ZGXx0goQE,Perfect War,FGFC820,industrial,25,0.559,0.929,7,-5.438,1,0.0298,0.000506,0.803,0.52,0.54,131.035,4
691,1x9tZ4qrRHWORqZ6X69WEi,Eti glaza naprotiv,Valery Obodzinsky,romance,27,0.487,0.526,8,-5.177,1,0.0312,0.819,4.77e-05,0.164,0.545,111.197,4
692,1LcnI3qjdUdJTml8zX1bAN,A Sua Assinatura,Matanza,punk,40,0.438,0.979,2,-6.131,1,0.0912,0.00108,2.63e-05,0.0836,0.692,176.127,4
693,4uJTecbkoIyPH4Ka7u9ENk,Deus De Perto,Gabriela Gomes;Rapha Gonçalves,brazil,44,0.357,0.599,4,-6.351,1,0.0414,0.108,0.0,0.103,0.215,139.684,4
694,4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),Calvin Harris;Alesso;Hurts,house,73,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,4
695,6RCT4geaXTmDmtiwFLJv8j,To the Sea - Einmusik Remix,Booka Shade;Eli & Fur;Einmusik,techno,51,0.741,0.853,4,-10.141,0,0.0406,0.00706,0.831,0.0757,0.124,123.998,4
696,3Ta5OTDDDLmWcVXeQAobZ5,Somewhere Over The Rainbow,Jim Brickman,new-age,28,0.367,0.0604,0,-18.687,1,0.0383,0.982,0.924,0.116,0.0707,127.168,4
697,4TYeIlwlJTgNkPaFxUP0PJ,Happier,Marshmello;Bastille,edm,1,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4
698,6CzORrVlZ20y73v5wrqYRi,Jogo de Amor,Os Barões Da Pisadinha,forro,38,0.809,0.87,10,-6.618,1,0.0566,0.44,3.22e-06,0.0404,0.972,172.049,4
699,5YjkV9kHbRntpsVrrtZTuD,Malicious Intent,Napalm Death,grindcore,11,0.352,0.969,3,-7.501,1,0.171,1.59e-05,0.863,0.238,0.376,110.931,4
700,3rSdRXn1oPQDWbKu74Xflt,Achète un chien,Joyeux urbains,french,30,0.513,0.914,0,-9.072,1,0.395,0.258,0.0,0.965,0.401,86.007,4
701,5ScQUMfDvZtA9FyntKwiON,Heute,Ishome,idm,26,0.777,0.447,1,-13.077,0,0.0514,0.388,0.726,0.102,0.306,117.011,4
702,4qlb4cHm1GmndU5p3Z5s4T,Se te nota,Los Tipitos,alt-rock,48,0.589,0.677,0,-8.452,1,0.0242,0.00242,0.000222,0.241,0.702,134.962,4
703,3t0JZmC6J8EFG4Nfp2pyjT,Я вновь пред тобою,Oleg Pogudin,romance,0,0.436,0.141,11,-17.197,0,0.0393,0.943,0.00178,0.112,0.0727,93.817,3
704,67GweSCjuvwgeApBBUbdtj,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,0,0.582,0.705,3,-8.169,1,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4
705,692WzQOVroAAR4yq6ZPHgC,Nightsky,Tracey Chattaway,ambient,38,0.113,0.271,5,-12.944,0,0.0348,0.289,0.929,0.105,0.0469,177.119,3
706,0lx93qmCdsWGZSUiQpHQu8,What Child Is This (arr. piano),Traditional;Stephan Moccio,sleep,0,0.341,0.0208,4,-32.511,0,0.0331,0.992,0.912,0.109,0.214,110.511,3
707,2EjxmOw1V5MZ40S7rCiHeP,Dos Hojas Sin Rumbo,Julio Preciado Y Su Banda Perla Del Pacifico,r-n-b,51,0.782,0.39,8,-10.786,1,0.041,0.369,0.00031,0.0635,0.977,120.059,4
708,7262VyjNXBJLHipZ2FFbdU,Zoraide - Acústico,Ultraje a Rigor,punk-rock,36,0.527,0.966,2,-4.288,1,0.0674,0.0614,1.75e-06,0.907,0.76,91.52,4
709,1c8h1SBYY44ys4EuaIZJMn,bad guy,Billie Eilish,electro,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
710,4JwxJm8zCPbc1DMcfVdbBl,Wish You Were Here,Avenged Sevenfold,metal,55,0.572,0.567,7,-8.432,1,0.0298,0.00177,0.00793,0.0689,0.29,130.018,4
711,53yiHIP3ptxWtT4ambRcgb,終究還是因為愛,TRASH,mandopop,62,0.552,0.8,10,-5.203,1,0.0587,0.0253,2.22e-06,0.125,0.182,126.027,4
712,7s95qLaO0CHpjxXkb5YWea,Religion Is A Fraud,disrupt,grindcore,27,0.315,0.98,8,-7.117,1,0.123,0.000153,0.00532,0.965,0.305,116.764,4
713,0RQut91qxjex5JB6RrkJab,Wer nicht springt der muss bezahlen,Ina Colada,party,0,0.577,0.995,1,-1.934,1,0.0856,0.225,0.0,0.388,0.795,74.996,4
714,1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,System Of A Down,metal,75,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3
715,3VOtDNKPohGZKv1OAO5QKR,Ithaque,Sara Costa,french,58,0.803,0.684,8,-10.081,1,0.0627,0.68,0.0722,0.131,0.563,112.985,4
716,4ybSBC9IpKzT00BczNgVuo,Waking Dreams,Llewellyn,new-age,25,0.383,0.23,2,-23.059,1,0.0583,0.953,0.936,0.906,0.192,109.756,4
717,6VuztO5yaKP4VjqSkZxpan,On My Own,Ashes Remain,alternative,69,0.361,0.871,8,-4.313,1,0.0393,0.0119,0.0,0.318,0.575,176.026,4
718,3IpTNX0Ca6LaWqfMCAgT5F,La Noche Estaba Puesta,Salon Victoria,ska,43,0.479,0.665,11,-9.346,0,0.0969,0.0594,0.0127,0.454,0.706,124.916,4
719,5LgIR0Fzfc9vJy2Yx4WI0P,Crece,Jorge Drexler,afrobeat,31,0.649,0.51,5,-11.928,1,0.228,0.466,0.00202,0.0983,0.476,174.931,3
720,68IM1CzYx1ss90EstdELgK,Retalhos De Cetim - Ao Vivo,Thiaguinho,pagode,48,0.614,0.598,7,-7.939,0,0.032,0.425,0.0,0.948,0.508,131.983,4
721,2vl9yXYJmoKbv72pUIxoue,Apollo 11,Matador;ARTBAT,deep-house,46,0.75,0.652,3,-9.402,1,0.0558,0.00918,0.919,0.141,0.0383,125.008,4
722,3akr0ZrJxLMBLIFeNNKffW,"One more time,One more chance",Masayoshi Yamazaki,j-pop,47,0.519,0.429,11,-7.707,0,0.0317,0.658,0.0,0.111,0.396,129.491,4
723,1UktZnwuS1reRmRtli8QS9,One More Time,Armin van Buuren;Maia Wright,trance,5,0.579,0.764,0,-5.55,1,0.0512,0.0995,0.00174,0.273,0.289,126.162,4
724,5v9xa2Nv0oYxh1XilPR8r9,Et puis merde je vote à droite!,Les Fatals Picards,french,30,0.641,0.741,10,-4.76,1,0.116,0.0214,0.0,0.0631,0.654,148.786,4
725,3Um4k1xWbxabFjwJAs8vdd,Maya,Mugen Rao,malay,50,0.608,0.514,5,-8.717,1,0.0477,0.55,0.0,0.136,0.413,119.954,4
726,2nGcS04iRcE4IcKM1WPVlt,Needled 24 / 7,Children Of Bodom,death-metal,48,0.425,0.926,2,-4.177,0,0.0511,2.4e-06,0.733,0.261,0.465,96.051,4
727,4hMkDclhFQpGzChxe3BLS4,Sent en lördag kväll,Nationalteatern,swedish,36,0.364,0.674,9,-7.466,0,0.084,0.0718,2.54e-06,0.338,0.616,155.639,4
728,2qXvtfBUJiCGuWVGAqtWcP,Lullaby (GATTÜSO Remix),R3HAB;Mike Williams;GATTÜSO,progressive-house,26,0.494,0.639,1,-6.276,0,0.0324,0.00544,0.0,0.143,0.235,127.997,4
729,2Vv6YsXpAsI22LKM9Hyv3z,Del Rey,"Sarah, the Illstrumentalist",study,9,0.744,0.65,7,-8.59,1,0.0481,0.206,0.751,0.119,0.638,114.996,4
730,5Uf25ZStTPaO356JtYEa8Y,Worried,SadBoyProlific;Mntl,sad,57,0.479,0.284,0,-15.633,0,0.398,0.964,8.21e-06,0.108,0.655,175.025,5
731,0LrGGgGSxSfkDFPYDlTb4P,Eighteen,Seiko Matsuda,techno,27,0.734,0.691,7,-7.119,1,0.0314,0.645,4.49e-06,0.0897,0.965,129.372,4
732,4MVJvkKhoeLPH3BcssmVpC,Love?,Strapping Young Lad,death-metal,50,0.412,0.964,6,-7.557,0,0.169,1.84e-06,0.146,0.502,0.232,142.536,3
733,3dVsYiHV3ekE8hS17Lmyck,All I Want For Christmas Is You,Newsboys,alt-rock,0,0.559,0.909,0,-6.215,1,0.0713,0.0244,0.0,0.0676,0.594,150.01,4
734,0mvd1e01EQ5DuOELeypHKf,Let's Make Christmas Mean Something This Year - Pts. 1 & 2,James Brown,funk,0,0.322,0.462,5,-7.776,1,0.0411,0.263,0.0,0.115,0.421,174.146,3
735,0nzlGGgKUsFFst5lXASVjv,Libre Como Gaviota,Manoella Torres,rock-n-roll,31,0.326,0.25,4,-16.368,1,0.0359,0.504,0.0,0.318,0.442,149.489,4
736,5sX6g0iOYwLyJirvuc6flz,Dosai Amma Dosai Food Song,ChuChu TV,children,31,0.765,0.628,5,-12.005,0,0.155,0.178,0.000586,0.244,0.874,177.086,3
737,3gL8HwgqxcKM8lhXnYtny2,"I See the Light (from ""Tangled"")",Jartisto,disney,20,0.122,0.0153,5,-23.673,1,0.0436,0.982,0.909,0.127,0.386,91.938,4
738,0KM3fzzUBVW0vW7RmFh28v,Stupid Cupid,Connie Francis,rock-n-roll,57,0.606,0.725,3,-7.019,1,0.0352,0.831,1.07e-05,0.0407,0.963,136.815,4
739,0bFCMD0K7sxkz4qYWjP2Qu,追憶,George Lam;David Ling Jr,cantopop,19,0.54,0.267,10,-11.638,1,0.0278,0.91,3.79e-05,0.0914,0.291,100.842,4
740,0sb3pBIh5uLEWCleeeSuzn,それが愛なのね,櫻坂46,j-pop,37,0.626,0.961,3,-1.34,0,0.104,0.328,0.0,0.33,0.758,132.021,4
741,2uiWi5tULZUHyqUvZQbDFy,Lonely Dreaming,Lance Allen,guitar,44,0.599,0.115,2,-13.504,1,0.098,0.97,0.905,0.092,0.245,139.923,4
742,4wh0E9OwMCxcaIKTg0Mts9,Failure,Breaking Benjamin,grunge,61,0.462,0.89,1,-4.853,1,0.0382,2.99e-05,0.00909,0.0685,0.383,155.008,4
743,72mcCtPro6jJTge1syDKw2,Floating,Atria,iranian,0,0.469,0.388,11,-14.161,0,0.03,0.846,0.924,0.106,0.136,120.109,4
744,1a7ZHtzNCTPuJkStK8WJbq,Rock and Roll,The Velvet Underground,alt-rock,0,0.494,0.738,5,-8.347,1,0.0345,0.00394,3.05e-06,0.544,0.735,132.496,4
745,0fjKrQ4h2n3tJOPne0BqzW,Pa Manyen Fanm Nan,Cesária Evora;Michel Martelly;Fabrice Rouzier,world-music,26,0.768,0.534,4,-10.144,0,0.152,0.34,1.41e-05,0.0708,0.764,179.97,4
746,2wnfNecjXK1wApNQkXBhlE,Cha Cha Cha Cha (Japanese Version) - Remix '92,Mark Farina,chicago-house,10,0.745,0.88,2,-10.711,1,0.0611,0.0747,0.133,0.352,0.6,134.018,4
747,1JKSmutDPocfvaGUwXZJRN,Заздравный кубок,Oleg Pogudin,romance,0,0.549,0.138,9,-13.147,1,0.0576,0.898,0.0,0.635,0.512,135.155,3
748,73EFmhx2tU7sN9YvnegEj0,Don't Look Down,Trampled by Turtles,bluegrass,22,0.514,0.749,2,-6.915,1,0.0333,0.501,0.947,0.215,0.756,132.218,4
749,5kFWp8In0sIpeXPfPuJlYE,Roulette,Red Hot Chili Peppers,funk,64,0.689,0.869,1,-6.688,0,0.0511,0.00242,0.00339,0.127,0.84,100.684,4
750,6Nn4pKqCL0m9bWQL2zdXf8,Christmas Don't Be Late,Norah Jones,jazz,0,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4
751,3CeKc83EsgRPItgvlDHo5B,Head In The Clouds,Hayd,singer-songwriter,71,0.778,0.134,4,-17.927,1,0.0506,0.967,0.00352,0.0936,0.287,116.078,4
752,1IbgYIuVwJsibCcT5GFYHy,"Wasteland, Baby!",Hozier,singer-songwriter,58,0.427,0.407,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,168.844,4
753,3GaamyFHQYbQi1ykc4nV4o,High,Slow Pulp,garage,56,0.545,0.434,10,-8.326,1,0.0292,0.157,2.63e-05,0.0828,0.234,139.828,4
754,2beoKiwvMRY7tD0TGas5Ap,Liars,Violent Soho,garage,27,0.672,0.729,7,-5.617,1,0.0339,0.0409,0.00216,0.0984,0.841,117.98,4
755,1gcTc0NQrfZ6tJ2M2DIMOP,I Feel It Coming,The Weeknd;Daft Punk,pop,0,0.773,0.82,0,-5.897,0,0.115,0.394,0.0,0.0739,0.555,92.996,4
756,47Cd4WP1ZOK8WXC68kqZ03,Ennadi Maayavi Nee,Santhosh Narayanan;Sid Sriram,pop,65,0.55,0.246,0,-12.503,0,0.03,0.834,0.00279,0.0977,0.218,119.836,3
757,2ah5gOCogw00A62XBoepmc,Miracle,A Day To Remember,metalcore,69,0.463,0.917,7,-3.776,1,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,4
758,1mqm3YDFcU0y33XcLmuKH8,Sickfest,Grinspoon,psych-rock,33,0.501,0.773,7,-7.223,1,0.0742,0.00102,1.17e-05,0.0924,0.907,103.564,4
759,0fUB9bwvKLRpOB18YZHz5N,Iris - Acoustic,Adam Christopher,acoustic,54,0.589,0.249,2,-10.086,1,0.0329,0.717,0.0,0.106,0.363,150.096,3
760,4JRz8y8TwpFUM985nWeekY,Fan Whir,Soothing White Noise for Relaxation;Sleepicious;Rest & Relax Nature Sounds Artists;Sounds of Nature Relaxation,sleep,35,0.112,0.0608,1,-34.66,0,0.0554,0.84,1.0,0.113,0.0184,94.81,1
761,5IGU574p3YrKgPoSHymJHX,right here,keshi,chill,1,0.597,0.496,5,-9.441,1,0.0769,0.0839,0.0,0.117,0.319,160.055,4
762,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,metal,80,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4
